Date,Close,High,Low,Open,Volume
01-09-2015,24.20743561,25.14229297,24.12653428,24.75351874,307383600
02-09-2015,25.24566269,25.24566269,24.52429402,24.77149345,247555200
03-09-2015,24.80296135,25.34454907,24.7288015,25.27937845,212935600
04-09-2015,24.55576706,24.82094335,24.38497683,24.4883504,199985200
08-09-2015,25.23892403,25.29510541,24.7917207,25.11307828,219374400
09-09-2015,24.75351906,25.62320582,24.66812225,25.56477841,340043200
10-09-2015,25.29735565,25.45691059,24.69733883,24.78048619,251571200
11-09-2015,25.665905,25.665905,25.11532808,25.12206958,199662000
14-09-2015,25.9131031,26.26816989,25.81197729,26.19850552,233453600
15-09-2015,26.13108635,26.18726774,25.71309669,26.05243275,173364800
16-09-2015,26.16030693,26.18952064,25.94232283,26.12435001,148694000
17-09-2015,25.6007309,26.17827542,25.55578648,25.99175454,256450400
18-09-2015,25.49511719,25.68613531,25.14005206,25.21645794,297141200
21-09-2015,25.89063072,25.92658763,25.54230714,25.54455317,200888000
22-09-2015,25.48387909,25.65916475,25.2861195,25.47938362,201384800
23-09-2015,25.69062996,25.78052054,25.46141061,25.53556875,143026800
24-09-2015,25.84344482,25.95580763,25.25241709,25.45017501,200878000
25-09-2015,25.77826691,26.22322424,25.62320573,26.16704285,224607600
28-09-2015,25.26814461,25.74680947,25.26814461,25.58500678,208436000
29-09-2015,24.508564,25.50859356,24.23889406,25.35578014,293461600
30-09-2015,24.78722763,25.06588682,24.4344086,24.75801221,265892000
01-10-2015,24.62542725,24.63441647,24.11529927,24.51081673,255716400
02-10-2015,24.80520439,24.94678258,24.16923242,24.27260596,232079200
05-10-2015,24.89510345,25.02769246,24.51082286,24.69285006,208258800
06-10-2015,25.0141964,25.11082844,24.6681189,24.86138298,192787200
07-10-2015,24.89510345,25.11758133,24.58723046,25.11083984,187062400
08-10-2015,24.60744858,24.76250976,24.3175524,24.76250976,247918400
09-10-2015,25.19622612,25.23218131,24.6051969,24.7198074,211064400
12-10-2015,25.07937241,25.33780715,25.04341721,25.33331339,121868800
13-10-2015,25.12207413,25.27039213,24.87262858,24.90409003,132197200
14-10-2015,24.76700974,25.06139974,24.62093774,25.00971381,177849600
15-10-2015,25.13780403,25.19173769,24.82992936,24.92880917,150694000
16-10-2015,24.95352936,25.16926572,24.83891883,25.11982581,156930400
19-10-2015,25.10858917,25.11308293,24.74453312,24.89959432,119036800
20-10-2015,25.56702805,25.65691862,24.90408828,25.02094483,195871200
21-10-2015,25.5647831,25.97378359,25.5512984,25.61871676,167180800
22-10-2015,25.95580101,25.95580101,25.6411849,25.69287253,166616400
23-10-2015,26.76032448,26.79403366,26.14232909,26.22547646,237467600
26-10-2015,25.90636063,26.54682809,25.82545929,26.53559284,265335200
27-10-2015,25.74231339,26.18951677,25.61646591,25.93332977,279537600
28-10-2015,26.80301094,26.80975415,26.08164226,26.27715407,342205600
29-10-2015,27.0861721,27.12212902,26.57829185,26.67492391,204909200
30-10-2015,26.85470581,27.24123407,26.84346885,27.18954643,197461200
02-11-2015,27.23224068,27.27269134,26.87942165,27.14684559,128813200
03-11-2015,27.54461288,27.75136,27.12437545,27.14460165,182076000
04-11-2015,27.41651726,27.82551769,27.33112217,27.67045651,179544400
05-11-2015,27.29013443,27.6896023,27.12312615,27.50002389,158210800
06-11-2015,27.32172585,27.49099146,27.22242452,27.33301091,132169200
09-11-2015,27.2111454,27.49099746,27.09378864,27.2991634,135485600
10-11-2015,26.35352707,26.64692149,26.19328916,26.38286754,236511600
11-11-2015,26.2045784,26.5002285,26.00145928,26.26325764,180872000
12-11-2015,26.11655807,26.36481398,26.10076002,26.23842953,130102400
13-11-2015,25.35373306,26.08270445,25.33793501,25.99919945,183249600
16-11-2015,25.76900291,25.78254362,25.05131648,25.13707713,152426800
17-11-2015,25.65841103,25.96534615,25.57490604,25.93600567,110467600
18-11-2015,26.47089386,26.51603068,26.06691292,26.12559217,186698800
19-11-2015,26.80716133,27.02607848,26.35127333,26.54987772,173183200
20-11-2015,26.92452049,27.06444565,26.82296008,26.90195036,137148400
23-11-2015,26.57470131,27.02156329,26.48216861,26.91774553,129930000
24-11-2015,26.82972908,26.93580248,26.43252032,26.47991449,171212800
25-11-2015,26.63789558,26.90872162,26.61306982,26.90420691,85553200
27-11-2015,26.58824539,26.72365928,26.54085122,26.69657616,52185600
30-11-2015,26.69883347,26.94934674,26.57470464,26.62886917,156721200
01-12-2015,26.48217201,26.81393293,26.37384297,26.80039223,139409600
02-12-2015,26.24294281,26.65595136,26.197806,26.48217101,133546400
03-12-2015,25.99919891,26.35804293,25.77802613,26.30387841,166278000
04-12-2015,26.86358452,26.91323605,25.97888988,26.0195137,231108000
07-12-2015,26.69432449,27.05091125,26.58825106,26.85230682,128336800
08-12-2015,26.68303108,26.76653435,26.37383862,26.52279146,137238000
09-12-2015,26.09398842,26.56116146,25.97211697,26.54987639,185445600
10-12-2015,26.21811295,26.39189326,26.06916011,26.18877419,116850800
11-12-2015,25.54331398,26.0420832,25.46883668,25.99694638,187544800
14-12-2015,25.38533211,25.43046892,24.77823215,25.31762517,257274800
15-12-2015,24.93621445,25.45755381,24.90461833,25.2634624,213292400
16-12-2015,25.12804413,25.27474134,24.55479942,25.06710926,224954000
17-12-2015,24.59543037,25.33342792,24.59543037,25.28151902,179091200
18-12-2015,23.92964745,24.71729641,23.87999592,24.5796286,385813200
21-12-2015,24.22304153,24.23206924,23.82583102,24.21175647,190362400
22-12-2015,24.20047951,24.31106594,24.02444175,24.23884598,131157600
23-12-2015,24.51192284,24.56608736,24.19370259,24.20950065,130629600
24-12-2015,24.3810215,24.59993866,24.36296609,24.59993866,54281600
28-12-2015,24.10794067,24.30428943,23.9635008,24.28171931,106816800
29-12-2015,24.54126167,24.69698662,24.11696973,24.13953814,123724800
30-12-2015,24.22078133,24.53222944,24.18918522,24.50514805,100855200
31-12-2015,23.755867,24.15533313,23.65656395,24.15082013,163649200
04-01-2016,23.77617836,23.78069307,23.02012556,23.15779508,270597600
05-01-2016,23.18036461,23.88902327,23.11265939,23.86645487,223164000
06-01-2016,22.72673416,23.10363365,22.53941482,22.69513804,273829600
07-01-2016,21.76755333,22.59808319,21.76304034,22.27083709,324377600
08-01-2016,21.8826561,22.36788448,21.83751929,22.24150006,283192000
11-01-2016,22.23698616,22.35660024,21.96841752,22.3362892,198957600
12-01-2016,22.55972481,22.72447746,22.30695416,22.69288134,196616800
13-01-2016,21.97970963,22.83732298,21.95939857,22.64097419,249758400
14-01-2016,22.46042252,22.67708406,21.60732392,22.10835052,252680400
15-01-2016,21.92102814,22.05192731,21.52156199,21.71113868,319335600
19-01-2016,21.81495285,22.26407046,21.55315454,22.20990594,212350800
20-01-2016,21.84429359,22.16025644,21.08372609,21.46288116,289337600
21-01-2016,21.73370361,22.0902885,21.42676852,21.90522485,208646000
22-01-2016,22.88922119,22.8982489,22.20087549,22.25955299,263202000
25-01-2016,22.44236946,22.91405559,22.39046057,22.91179823,207178000
26-01-2016,22.5664959,22.76735766,22.13317625,22.55295519,300308000
27-01-2016,21.08372307,21.80817964,21.06566766,21.67502486,533478800
28-01-2016,21.23493767,21.33198337,20.85126958,21.16723245,222715200
29-01-2016,21.96841812,21.96841812,21.29361305,21.39291609,257666000
01-02-2016,21.76304626,21.82623849,21.53058841,21.77207397,163774000
02-02-2016,21.32295799,21.67502998,21.27781945,21.53510309,149428800
03-02-2016,21.74498749,21.85557387,21.23267769,21.44030975,183857200
04-02-2016,21.91971207,22.08535869,21.59976685,21.75179757,185886800
05-02-2016,21.33428383,21.99232954,21.25940412,21.90156432,185672400
08-02-2016,21.55891991,21.71548808,21.11190278,21.13232403,216085600
09-02-2016,21.5543766,21.7699441,21.31385037,21.39553885,177324800
10-02-2016,21.39100647,21.86298413,21.35243182,21.76541184,169374400
11-02-2016,21.26167107,21.49312246,21.0097984,21.28209406,200298800
12-02-2016,21.32747459,21.44320029,21.10510163,21.37285807,161405600
16-02-2016,21.92878723,21.97643857,21.4681559,21.56118897,196231600
17-02-2016,22.26461792,22.28503918,21.81760076,21.93559431,179452800
18-02-2016,21.84256363,22.43934195,21.80398725,22.42799565,156084000
19-02-2016,21.79263687,21.95601385,21.73817846,21.78356018,141496800
22-02-2016,21.98325157,21.98779078,21.76541608,21.8539117,137123200
23-02-2016,21.48630905,21.89701943,21.45454149,21.87432857,127770400
24-02-2016,21.80625725,21.86979237,21.17544175,21.3252046,145022800
25-02-2016,21.95602226,21.95602226,21.6133844,21.79491483,110330800
26-02-2016,21.99005699,22.24192788,21.91517557,22.05585999,115964400
29-02-2016,21.94013214,22.28957699,21.93105545,21.97870678,140865200
01-03-2016,22.81148148,22.86593992,22.10578445,22.15797501,201628400
02-03-2016,22.86139679,22.89316435,22.60952419,22.80693836,132678400
03-03-2016,23.03158188,23.07923322,22.79332344,22.82282313,147822800
04-03-2016,23.37421799,23.54213247,23.00208225,23.22899437,184220400
07-03-2016,23.11554337,23.33337884,22.90905246,23.23353693,143315600
08-03-2016,22.92493629,23.09058294,22.78198225,22.86820825,126247600
09-03-2016,22.94535637,23.04973575,22.75247966,22.9884685,108806800
10-03-2016,22.95669746,23.19949335,22.72524788,23.01115762,134054400
11-03-2016,23.20403099,23.20856847,23.03157732,23.19949178,109632800
14-03-2016,23.2630291,23.35152642,23.09511462,23.1246143,100304400
15-03-2016,23.73047256,23.86661951,23.56482594,23.58978641,160270800
16-03-2016,24.04587555,24.12302483,23.73273574,23.73727495,153214000
17-03-2016,24.00731087,24.15934162,23.81670372,23.943774,137682800
18-03-2016,24.03453445,24.16614392,23.86888955,24.12983714,176820800
21-03-2016,24.0322628,24.4270894,23.85753951,24.03680028,142010800
22-03-2016,24.21606445,24.34540431,23.87342663,23.88250332,129777600
23-03-2016,24.08218575,24.29548372,24.02999692,24.16160638,102814000
24-03-2016,23.977808,24.10941747,23.80081679,23.93242626,104532000
28-03-2016,23.86888504,24.09579715,23.83938536,24.05268329,77645600
29-03-2016,24.43390083,24.45886131,23.79854611,23.80081572,124760400
30-03-2016,24.86049461,25.0556392,24.64265916,24.65400546,182404400
31-03-2016,24.73115921,24.93765013,24.70619873,24.89680587,103553600
01-04-2016,24.95806694,24.96033655,24.55189398,24.68350345,103496000
04-04-2016,25.21447563,25.45727153,25.02159894,25.05563611,149424800
05-04-2016,24.91722298,25.12598347,24.82872738,24.84915037,106314800
06-04-2016,25.17817116,25.18271037,24.7788053,25.01252626,105616400
07-04-2016,24.62904549,25.05563971,24.5337428,24.94899072,127207600
08-04-2016,24.65626907,24.90813991,24.5450809,24.7129971,94326800
11-04-2016,24.73796272,25.09875395,24.69485059,24.72661815,117630000
12-04-2016,25.06017876,25.07379293,24.6562754,24.810574,108929200
13-04-2016,25.42323494,25.49130754,25.14186439,25.14186439,133029200
14-04-2016,25.43684769,25.50265241,25.26212612,25.32793084,101895600
15-04-2016,24.92629433,25.48223002,24.89906598,25.43911617,187756000
18-04-2016,24.38851166,24.72207097,24.26597892,24.7084568,243286000
19-04-2016,24.25918198,24.50651542,24.10488162,24.47928534,129539600
20-04-2016,24.30909729,24.52693274,24.06630137,24.19791082,122444000
21-04-2016,24.04587555,24.26371096,23.94376407,24.26371096,126210000
22-04-2016,23.98007011,24.16160048,23.73954385,23.82803943,134732400
25-04-2016,23.84392738,23.97326723,23.71458754,23.825774,112126400
26-04-2016,23.67827988,23.89384743,23.57843972,23.57843972,224064800
27-04-2016,22.19654465,22.39849631,21.71095282,21.78356464,458408400
28-04-2016,21.51807785,22.21015881,21.3864684,22.1488933,328970800
29-04-2016,21.27074432,21.49311899,20.99164335,21.32747236,274126000
02-05-2016,21.2480526,21.34789449,20.96668203,21.32293402,192640400
03-05-2016,21.59749985,21.72457011,21.2571316,21.37512516,227325200
04-05-2016,21.37284851,21.76086794,21.28889042,21.60202846,164102000
05-05-2016,21.28610229,21.47558647,21.15825839,21.45960598,143562000
06-05-2016,21.16739273,21.33404616,20.96877658,21.31578399,174799600
09-05-2016,21.18337631,21.4071032,21.13771652,21.23131779,131745600
10-05-2016,21.32719994,21.36144434,21.02813571,21.30665434,134747200
11-05-2016,21.11944771,21.36143844,21.10803233,21.34089284,114876400
12-05-2016,20.62405205,21.18108923,20.42543764,21.16739217,305258800
13-05-2016,20.66514206,20.92768013,20.54643012,20.54643012,177571200
16-05-2016,21.43220901,21.54863927,20.92311511,21.09205194,245039200
17-05-2016,21.3431797,21.6194149,21.23359969,21.58517223,187667600
18-05-2016,21.58745003,21.73584127,21.43449368,21.49613395,168249600
19-05-2016,21.5052681,21.60571789,21.36144368,21.60571789,121768400
20-05-2016,21.73812485,21.78606631,21.57831822,21.60571409,128104000
23-05-2016,22.01436043,22.18786412,21.84085674,21.88651652,152074400
24-05-2016,22.34995651,22.39333114,22.10796397,22.19471671,140560800
25-05-2016,22.74261665,22.77001078,22.39789271,22.52573662,152675200
26-05-2016,22.92296791,22.99602181,22.51888715,22.75631277,225324800
27-05-2016,22.90927315,22.93666902,22.65815042,22.70152678,145364800
31-05-2016,22.79740906,22.92068786,22.5599834,22.73805221,169228800
01-06-2016,22.47779083,22.72434837,22.44811329,22.60563471,116693200
02-06-2016,22.30886459,22.33625873,22.06002351,22.28146872,160766400
03-06-2016,22.35451698,22.43441942,22.24721867,22.32483943,114019600
06-06-2016,22.51660728,23.26084524,22.27005141,22.37049945,93170000
07-06-2016,22.60792351,22.79969111,22.59194302,22.6581484,89638000
08-06-2016,22.58737755,22.72891852,22.5280207,22.60563972,83392400
09-06-2016,22.74946976,22.82708879,22.47779967,22.48693163,106405600
10-06-2016,22.56226349,22.68097543,22.48236105,22.49377469,126851600
13-06-2016,22.22210121,22.62846534,22.16731123,22.53029901,152082000
14-06-2016,22.24950409,22.48236464,22.08741577,22.21754311,127727600
15-06-2016,22.17644882,22.46638278,22.15133638,22.3316886,117780800
16-06-2016,22.27005386,22.31571191,21.93217838,22.01892937,125307200
17-06-2016,21.76323891,22.06458652,21.75639037,22.05773799,244032800
20-06-2016,21.7107296,22.0463216,21.69474911,21.91619427,137647600
21-06-2016,21.89564705,21.99609508,21.61484506,21.67420191,142185600
22-06-2016,21.81345558,22.11936819,21.76779581,21.97326042,116876400
23-06-2016,21.93902206,21.98239842,21.74497279,21.90249598,128960800
24-06-2016,21.32263374,21.61028432,21.15141345,21.21077031,301245600
27-06-2016,21.0121479,21.24272498,20.88886912,21.2313096,181958400
28-06-2016,21.36600113,21.38198336,21.03497604,21.2084797,161779600
29-06-2016,21.55091858,21.58516297,21.37513151,21.45275225,146124000
30-06-2016,21.82487488,21.86368438,21.52809415,21.56005512,143345600
01-07-2016,21.89107704,22.02348777,21.76323316,21.79975924,104106000
05-07-2016,21.68560982,21.77921103,21.56461448,21.77692761,110820800
06-07-2016,21.80889511,21.8385744,21.54407535,21.59658192,123796400
07-07-2016,21.90249825,22.03034216,21.82944433,21.8477065,100558400
08-07-2016,22.0714283,22.11936975,21.92760394,22.02805195,115648400
11-07-2016,22.13992691,22.29288329,22.08285348,22.08741859,95179600
12-07-2016,22.2403698,22.30429175,22.17188274,22.18329638,96670000
13-07-2016,22.11480713,22.29744101,22.10795686,22.23808591,103568800
14-07-2016,22.55313873,22.59879678,22.21754666,22.23352715,155676000
15-07-2016,22.55085182,22.66956552,22.48692986,22.5828128,120548000
18-07-2016,22.79055977,22.85904683,22.50975776,22.53258678,145975600
19-07-2016,22.79969025,22.8293678,22.67869313,22.72891802,95119600
20-07-2016,22.82023811,22.93438496,22.77001322,22.82937007,105104000
21-07-2016,22.69923782,23.05765879,22.63074903,22.79055563,130808000
22-07-2016,22.52345276,22.66956056,22.44354859,22.6604286,113254800
25-07-2016,22.22210121,22.56454166,22.1262183,22.42984925,161531600
26-07-2016,22.06915092,22.36593342,22.0120775,22.10339533,224959200
27-07-2016,23.50283051,23.82244196,23.45717247,23.80417805,369379200
28-07-2016,23.82016182,23.84527426,23.47315619,23.47543962,159479200
29-07-2016,23.79048729,23.86810806,23.6694919,23.78592218,110934800
01-08-2016,24.2105484,24.23337742,23.83614686,23.83614686,152671600
02-08-2016,23.85212517,24.21511129,23.74254343,24.21054619,135266400
