Date,Close,High,Low,Open,Volume
02-01-2015,24.26104736,24.72927039,23.82167158,24.71817439,212818400
05-01-2015,23.57756233,24.1101382,23.39116171,24.03025173,257142000
06-01-2015,23.57979584,23.83942615,23.218087,23.64192941,263188400
07-01-2015,23.91043091,24.01028818,23.67742835,23.78838163,160423600
08-01-2015,24.82912254,24.88681872,24.12124014,24.23885203,237458000
09-01-2015,24.85576057,25.1309243,24.45632799,25.00221806,214798000
12-01-2015,24.24329376,24.99333739,24.14343648,24.98668046,198603200
13-01-2015,24.45854378,25.03106317,24.1678467,24.72705054,268367600
14-01-2015,24.365345,24.5184594,24.07686575,24.19669551,195826400
15-01-2015,23.7040596,24.42303641,23.66855543,24.40972256,240056000
16-01-2015,23.51987839,23.87271074,23.34457198,23.75066144,314053200
20-01-2015,24.12568283,24.18115947,23.63304997,23.93040396,199599600
21-01-2015,24.30986595,24.64494366,24.02582411,24.17672065,194303600
22-01-2015,24.9423027,24.9578361,24.34759294,24.46742271,215185600
23-01-2015,25.07100296,25.24187026,24.74923744,24.92010644,185859200
26-01-2015,25.09763336,25.37723612,25.0310624,25.23965343,222460000
27-01-2015,24.21888542,24.96005432,24.19447556,24.94673878,382274800
28-01-2015,25.58804321,26.21160176,25.58804321,26.10286633,585908400
29-01-2015,26.38469315,26.44904626,25.64352428,25.81217375,337745600
30-01-2015,25.99857712,26.62879103,25.92978492,26.27374082,334982000
02-02-2015,26.32477379,26.44460353,25.75891309,26.19606927,250956400
03-02-2015,26.32922363,26.4268614,26.09844052,26.2959373,207662800
04-02-2015,26.53114891,26.74196117,26.2537657,26.29592849,280598800
05-02-2015,26.7205162,26.78512329,26.56679584,26.7383375,168984800
06-02-2015,26.49551392,26.78958665,26.3885776,26.73834594,174826400
09-02-2015,26.67150497,26.69823777,26.38411552,26.41085002,155559200
10-02-2015,27.18390274,27.21286553,26.76952912,26.77175572,248034000
11-02-2015,27.821064,27.82997549,27.29084252,27.35099302,294247200
12-02-2015,28.17305946,28.40029844,27.97478328,28.08394617,297898000
13-02-2015,28.31118584,28.35574163,27.99260696,28.35574163,217088800
17-02-2015,28.47827339,28.71219558,28.2755406,28.4025265,252609600
18-02-2015,28.676548,28.6899144,28.39361343,28.43371433,179566800
19-02-2015,28.61639786,28.74561205,28.58966506,28.62308106,149449600
20-02-2015,28.85031509,28.85031509,28.52728136,28.65426553,195793600
23-02-2015,29.63004875,29.63004875,28.88595661,28.96615839,283896400
24-02-2015,29.44514656,29.76372713,29.22236418,29.61668994,276912400
25-02-2015,28.69214058,29.31816191,28.54956,29.30924871,298846800
26-02-2015,29.05527115,29.15552252,28.20647101,28.69213486,365150000
27-02-2015,28.61862946,29.08870047,28.56961705,28.96171287,248059200
02-03-2015,28.75897217,29.0240837,28.58297561,28.79461816,192386800
03-03-2015,28.81912422,28.85477021,28.53618969,28.73001264,151265200
04-03-2015,28.63644409,28.86368306,28.5874351,28.76120507,126665200
05-03-2015,28.16192245,28.68323243,28.01711356,28.64535983,226068400
06-03-2015,28.20424843,28.82135486,28.12850324,28.60525568,291368400
09-03-2015,28.32455254,28.8659155,27.86116476,28.50723403,354114000
10-03-2015,27.73863029,28.34237025,27.58045503,28.16191709,275426400
11-03-2015,27.23291779,27.79655694,27.20395669,27.79210204,275756000
12-03-2015,27.72527122,27.82552433,27.09702487,27.24851699,193450800
13-03-2015,27.53367424,27.93691151,27.30866525,27.71412913,207309200
16-03-2015,27.83666229,27.83666229,27.37327616,27.59828517,143497200
17-03-2015,28.3022747,28.3646535,27.99260732,28.04830292,204092400
18-03-2015,28.62085152,28.7745719,28.15300888,28.29336116,261083600
19-03-2015,28.40475082,28.79461995,28.38247293,28.68322877,183238000
20-03-2015,28.0483036,28.60525789,27.88344511,28.57184189,274780400
23-03-2015,28.34014893,28.48272953,28.18642853,28.32009933,150838800
24-03-2015,28.22429657,28.5250507,28.19533378,28.34459924,131369200
25-03-2015,27.48688889,28.2532608,27.48688889,28.19088201,206620800
26-03-2015,27.67847443,27.82105497,27.31311156,27.34875755,190291600
27-03-2015,27.45792961,27.7809634,27.38218441,27.7520023,158184800
30-03-2015,28.15300941,28.15969261,27.62501457,27.63615437,188398800
31-03-2015,27.72081184,28.17974301,27.70521715,28.09062971,168362400
01-04-2015,27.6807003,27.87452151,27.42450032,27.80768614,162485600
02-04-2015,27.91908455,27.97255184,27.6673411,27.85447746,128880400
06-04-2015,28.37133217,28.40697816,27.69853021,27.72971961,148776000
07-04-2015,28.07280731,28.54287656,28.06612411,28.43594197,140049200
08-04-2015,27.9814682,28.15969479,27.84111591,28.0371638,149316800
09-04-2015,28.1953373,28.19979389,27.77205214,28.03716201,129936000
10-04-2015,28.31563568,28.34014188,27.90571698,28.05943564,160752000
13-04-2015,28.25993538,28.64312292,28.2064681,28.59856374,145460400
14-04-2015,28.13741112,28.35796517,28.05052614,28.29335808,102098400
15-04-2015,28.24434471,28.32231819,28.07280306,28.16191633,115881600
16-04-2015,28.10844994,28.3156376,28.09508354,28.13295613,113476000
17-04-2015,27.79209709,28.10176441,27.72749001,27.97032364,207828000
20-04-2015,28.42702675,28.54287282,27.88566558,27.97477886,188217200
21-04-2015,28.27330399,28.56069167,28.21983501,28.53841548,129740400
22-04-2015,28.65426826,28.70996386,28.14186982,28.2911336,150618000
23-04-2015,28.88819313,29.05527993,28.54733633,28.58298233,183083600
24-04-2015,29.02408409,29.10205927,28.79016195,29.07086988,178103600
27-04-2015,29.55208015,29.65901814,29.2179066,29.47633496,387816800
28-04-2015,29.08647156,29.97314462,28.86591914,29.95532502,475696000
29-04-2015,28.65872192,29.31592919,28.58297674,28.99735205,253544400
30-04-2015,27.88121796,28.65872806,27.75423206,28.65872806,332781600
01-05-2015,28.72778893,28.99067392,27.91463455,28.09285944,234050400
04-05-2015,28.67209435,29.08869975,28.57406954,28.85032095,203953200
05-05-2015,28.02602196,28.61639386,28.02156536,28.54955847,197085600
06-05-2015,27.85002518,28.23766603,27.48243392,28.19533684,288564000
07-05-2015,28.02228546,28.20573002,27.74488017,27.91266488,175763600
08-05-2015,28.55024529,28.55024529,28.21243828,28.33995458,222201600
11-05-2015,28.25942421,28.53682783,28.1050617,28.49879704,168143200
12-05-2015,28.15874863,28.38469747,27.92384935,28.09834518,192640000
13-05-2015,28.1900692,28.45405055,28.15874952,28.22138887,138776800
14-05-2015,28.84777641,28.84777641,28.44733184,28.50326007,180814000
15-05-2015,28.80751419,28.96858777,28.6822355,28.87462875,152832000
18-05-2015,29.12518311,29.24375067,28.71578809,28.7202633,203531600
19-05-2015,29.09834862,29.27955558,29.00215026,29.23704957,178532800
20-05-2015,29.09610367,29.30191916,28.93503008,29.08268144,145819600
21-05-2015,29.39364433,29.44733667,29.04465268,29.09834501,158921600
22-05-2015,29.65091324,29.74711158,29.39588061,29.44062593,182384000
26-05-2015,28.99767876,29.73369646,28.88582225,29.66434597,282790400
27-05-2015,29.53904724,29.58826435,29.09386079,29.15873603,183332800
28-05-2015,29.48088837,29.51891915,29.32876522,29.49878581,122933200
29-05-2015,29.14532089,29.40706462,29.06030888,29.3578475,203538000
01-06-2015,29.20348549,29.39364285,29.09386833,29.14532135,128451200
02-06-2015,29.07373428,29.23033265,28.93055814,29.05136162,134670400
03-06-2015,29.10952377,29.29297,29.06030666,29.23033066,123934000
04-06-2015,28.93950653,29.2124366,28.83883639,28.98872365,153800400
05-06-2015,28.78066826,29.01333163,28.71579301,28.97082562,142507200
08-06-2015,28.59051132,28.90594735,28.37350952,28.83659348,210699200
09-06-2015,28.5055027,28.65315406,28.10282043,28.34442911,224301600
10-06-2015,28.8321228,28.93502884,28.60169706,28.61735689,156349200
11-06-2015,28.76724815,29.12295093,28.74263959,28.89923798,141563600
12-06-2015,28.44957733,28.70908519,28.4361551,28.67776551,147544800
15-06-2015,28.39364624,28.46523431,28.12295378,28.2102017,175955600
16-06-2015,28.54576683,28.60169506,28.27060091,28.41825054,125976400
17-06-2015,28.47865295,28.60840514,28.35337257,28.57261196,131672400
18-06-2015,28.60840988,28.70460651,28.46076023,28.46299784,141628800
19-06-2015,28.32205582,28.59498586,28.27731391,28.5703773,218867600
22-06-2015,28.54801178,28.64868193,28.42944418,28.52116561,136157200
23-06-2015,28.41825867,28.5480126,28.38470138,28.51893053,121075600
24-06-2015,28.65986633,29.03794177,28.43839099,28.45852434,221123600
25-06-2015,28.52340126,28.90371259,28.52340126,28.82765101,127752400
26-06-2015,28.35561752,28.63302111,28.30192689,28.56143304,176267200
29-06-2015,27.85897255,28.29297621,27.84778793,28.06702565,196645600
30-06-2015,28.06031036,28.21467282,27.93279407,28.09163003,177482800
01-07-2015,28.32205582,28.3981191,28.1855908,28.38917038,120955200
02-07-2015,28.28626823,28.34219648,28.13637925,28.28403063,108844000
06-07-2015,28.18783379,28.23928852,27.93056353,27.95069859,112241600
07-07-2015,28.11847496,28.22138269,27.68894489,28.16321686,187787200
08-07-2015,27.42049599,27.88358172,27.41378487,27.84778854,243046400
09-07-2015,26.86121178,27.7538259,26.67105613,27.70684639,314380000
10-07-2015,27.57933044,27.70684675,27.11624474,27.27955593,245418000
13-07-2015,28.11177063,28.13414158,27.81199438,27.97083038,165762000
14-07-2015,28.10058403,28.27060635,27.97306772,28.19678067,127072400
15-07-2015,28.37127495,28.44510063,28.09387138,28.12519106,134596800
16-07-2015,28.74934387,28.76276951,28.48983779,28.57708569,144889600
17-07-2015,28.99767876,28.99767876,28.70461526,28.87687524,184658800
20-07-2015,29.54577255,29.74711285,29.23928347,29.29968693,235600800
21-07-2015,29.25046921,29.73592592,29.15427427,29.72026778,307025600
22-07-2015,28.01333809,28.07597745,27.29074445,27.29074445,461802400
23-07-2015,27.99991608,28.43168047,27.97754341,28.23257606,203998000
24-07-2015,27.8522625,28.12966608,27.71803507,28.03570705,168649200
27-07-2015,27.46523476,27.6531545,27.31982272,27.53682282,177822000
28-07-2015,27.60170555,27.72027486,27.41602508,27.60170555,134472400
29-07-2015,27.51445389,27.62854796,27.3533803,27.55024878,148046800
30-07-2015,27.3757534,27.42049531,27.22810204,27.36456707,134513200
31-07-2015,27.13637733,27.43615182,27.04912943,27.4272031,171540000
03-08-2015,26.49655342,27.42048698,26.29073628,27.18111427,279904000
04-08-2015,25.64645576,26.33101693,25.33549486,26.26837757,496554400
05-08-2015,25.81647873,26.27285342,25.0782252,25.26838089,397250400
06-08-2015,25.87265205,26.18052668,25.64568048,26.06142241,211612000
07-08-2015,25.960289,26.12433937,25.73106975,25.7490482,154681600
10-08-2015,26.90414238,26.96481752,26.18726735,26.18726735,219806400
11-08-2015,25.50410271,26.55806611,25.46814751,26.47491703,388331200
12-08-2015,25.89736557,25.93781623,24.63665541,25.28835968,404870000
13-08-2015,25.8771534,26.1580604,25.74007064,26.07715905,194143200
14-08-2015,26.05917931,26.13783292,25.62096509,25.69062947,171718000
17-08-2015,26.32884598,26.43896102,25.95580075,26.07715275,163538800
18-08-2015,26.18053055,26.39177315,26.07041549,26.16479983,138242800
19-08-2015,25.84568214,26.18501644,25.77152231,26.09063213,193146000
20-08-2015,25.3153286,25.69736127,25.08610762,25.63668614,274006400
21-08-2015,23.76697731,25.1467922,23.74225736,24.81644533,513102000
24-08-2015,23.17370224,24.45014359,20.67475319,21.31971622,648825200
25-08-2015,23.31303024,24.96925832,23.25909659,24.96925832,414406400
26-08-2015,24.6501503,24.69509473,23.60742371,24.0658624,387098400
27-08-2015,25.37600708,25.44791918,24.72430268,25.22094763,338464400
28-08-2015,25.45916176,25.46365552,25.06589198,25.20746849,212657600
31-08-2015,25.34005165,25.73781509,25.16925977,25.17600126,224917200
